Año,Departamento,Institución,Matrícula_Inicial,Matrícula_Final,Tasa_Deserción,Causa_Probable,Estrato_Promedio,Distancia_Promedio_Km
2024,Meta,Austin Inc Rural,217,195,0.099,Migración,1.5,0.67
2021,Chocó,Wright and Sons Rural,84,80,0.041,Acceso,1.8,5.8
2020,Casanare,"Koch, Lozano and Newton Rural",143,120,0.159,Otro,1.0,0.36
2021,La Guajira,Murray-Williams Rural,243,215,0.114,Otro,1.2,1.29
2021,La Guajira,Sullivan Ltd Rural,194,177,0.087,Otro,2.0,9.07
2021,Meta,"English, Wallace and Bowers Rural",290,248,0.144,Trabajo infantil,1.1,5.92
2023,Nariño,Smith PLC Rural,66,63,0.033,Trabajo infantil,1.6,3.59
2020,Nariño,"Jenkins, Chen and Cooper Rural",182,172,0.05,Trabajo infantil,1.6,0.17
2023,Amazonas,"Wade, Bell and Stafford Rural",60,56,0.066,Trabajo infantil,1.2,1.81
2024,Chocó,Jensen Group Rural,263,229,0.126,Trabajo infantil,1.9,10.25
2024,La Guajira,Johnson PLC Rural,146,130,0.109,Acceso,1.5,7.26
2020,Guaviare,"Ware, Vasquez and Pacheco Rural",114,98,0.132,Acceso,2.5,1.51
2021,Guaviare,Sanchez-Bailey Rural,153,129,0.155,Trabajo infantil,2.2,11.89
2022,Meta,"Wilson, Booth and Blair Rural",252,218,0.134,Acceso,2.3,0.59
2020,Guaviare,"Wilson, Thomas and Francis Rural",275,221,0.195,Migración,1.7,2.96
2021,Cauca,Terry PLC Rural,181,152,0.155,Trabajo infantil,1.3,3.96
2021,La Guajira,Scott LLC Rural,142,128,0.094,Otro,2.1,2.39
2020,Nariño,Meza-Kemp Rural,156,144,0.073,Trabajo infantil,2.1,6.73
2023,Meta,Morgan-Foster Rural,172,155,0.095,Migración,1.9,12.51
2023,Amazonas,"Moore, Rodriguez and Barnes Rural",112,96,0.135,Económica,1.2,1.73
2024,La Guajira,Peterson Inc Rural,84,77,0.078,Otro,1.1,12.08
2024,La Guajira,Ballard Ltd Rural,64,55,0.137,Migración,1.4,0.09
2021,Guaviare,Stewart and Sons Rural,295,256,0.131,Acceso,1.9,16.46
2024,Amazonas,"Holloway, Miller and Harris Rural",274,259,0.053,Trabajo infantil,2.4,8.84
2021,Meta,Castro-Dunn Rural,205,173,0.154,Acceso,2.3,1.65
2021,Nariño,"Ward, Armstrong and Cross Rural",262,231,0.118,Acceso,1.9,0.51
2024,La Guajira,"Horne, Mitchell and Sawyer Rural",209,168,0.192,Otro,1.4,1.38
2022,Meta,Fuller Inc Rural,202,182,0.099,Otro,1.1,1.79
2023,Casanare,Edwards-Marsh Rural,83,75,0.085,Económica,1.0,4.56
2024,Guaviare,"Fowler, Morgan and Vasquez Rural",225,214,0.047,Acceso,2.2,6.8
2024,Cauca,Barker-Austin Rural,95,90,0.047,Acceso,2.4,0.25
2024,Amazonas,Phillips-Clark Rural,274,233,0.148,Otro,1.8,11.14
2020,Cauca,"Douglas, Foster and Wilson Rural",173,140,0.186,Migración,2.4,1.02
2024,Amazonas,"Hughes, Rodriguez and Andrade Rural",279,252,0.095,Acceso,1.8,7.91
2022,Amazonas,Clark-Lopez Rural,228,207,0.092,Otro,1.6,0.18
2023,Casanare,Jones-Campbell Rural,139,124,0.104,Otro,2.2,0.33
2024,Cauca,"Washington, Obrien and Carpenter Rural",158,133,0.158,Migración,1.4,8.9
2021,Cauca,Turner-Yoder Rural,122,115,0.054,Otro,2.3,0.49
2023,Chocó,Richardson-Hunter Rural,98,87,0.112,Económica,2.1,12.02
2020,Guaviare,Peterson Inc Rural,80,68,0.149,Otro,1.0,10.56
2021,Putumayo,Moore Ltd Rural,154,134,0.125,Trabajo infantil,1.2,4.24
2023,Chocó,Hanna and Sons Rural,116,116,0.0,Otro,1.6,1.91
2022,Chocó,Jefferson-Potts Rural,224,193,0.134,Acceso,2.1,2.85
2023,Guaviare,Adams-Banks Rural,250,218,0.126,Otro,1.7,11.15
2022,Guaviare,"Olson, Holmes and Oliver Rural",192,159,0.169,Acceso,1.4,2.93
2022,Putumayo,Richardson Group Rural,248,203,0.181,Acceso,2.1,4.48
2020,Nariño,Byrd-Houston Rural,164,136,0.166,Migración,1.2,6.06
2024,Casanare,Cummings Ltd Rural,251,224,0.104,Trabajo infantil,2.2,0.55
2024,Amazonas,"Castro, Haney and Farley Rural",91,89,0.02,Acceso,2.4,2.43
2020,Cauca,Taylor-Guzman Rural,260,205,0.209,Migración,1.7,15.03
2024,Casanare,Anthony and Sons Rural,72,65,0.091,Económica,1.4,4.59
2022,Cauca,"Watts, Mccoy and Jones Rural",205,184,0.102,Económica,2.1,5.03
2023,Guaviare,Wells Inc Rural,123,100,0.185,Otro,1.1,0.37
2021,Meta,Ortiz-Santiago Rural,162,151,0.063,Económica,1.3,3.2
2024,Chocó,Jordan Ltd Rural,99,95,0.034,Económica,2.2,0.23
2024,Guaviare,Ramos-Brown Rural,228,209,0.079,Migración,1.9,17.79
2020,Putumayo,"Carter, Combs and Lee Rural",111,103,0.065,Económica,2.5,2.01
2020,Chocó,Baxter Ltd Rural,249,241,0.03,Acceso,1.5,4.72
2023,Casanare,Baldwin-Martin Rural,200,180,0.096,Migración,1.8,1.65
2020,Cauca,"Rodriguez, Bryant and Adams Rural",190,170,0.104,Trabajo infantil,2.1,0.03
2024,Putumayo,Klein Ltd Rural,138,134,0.027,Trabajo infantil,1.3,0.04
2021,Meta,Jordan PLC Rural,288,263,0.085,Acceso,1.9,8.11
2022,La Guajira,"Foster, Miranda and Garcia Rural",154,144,0.062,Otro,1.2,4.24
2020,Guaviare,"Koch, Robbins and Day Rural",125,124,0.006,Trabajo infantil,2.4,13.42
2024,Chocó,Wilson-Nelson Rural,274,244,0.106,Otro,2.2,2.53
2024,Chocó,Carpenter Ltd Rural,227,201,0.111,Acceso,2.4,0.6
2024,Meta,Smith-Harris Rural,247,231,0.062,Migración,2.1,2.12
2023,Meta,Brock-Jones Rural,279,236,0.154,Otro,2.3,3.4
2023,Cauca,Kim Inc Rural,116,104,0.101,Económica,1.6,6.06
2021,Nariño,Lee Inc Rural,254,237,0.065,Trabajo infantil,1.6,2.74
2022,Guaviare,"Nicholson, Hines and Sharp Rural",187,182,0.024,Económica,2.1,2.65
2022,Nariño,Sullivan LLC Rural,123,109,0.113,Económica,1.6,4.68
2022,Cauca,Moreno-Watkins Rural,191,167,0.125,Migración,1.7,1.85
2022,Nariño,Davis LLC Rural,278,256,0.076,Otro,1.4,1.49
2021,Meta,Robbins and Sons Rural,238,212,0.107,Migración,1.4,0.31
2021,Chocó,"Kim, Brown and Neal Rural",102,83,0.181,Migración,1.3,0.61
2021,Putumayo,Garcia Group Rural,89,76,0.145,Económica,1.2,2.42
2020,Meta,"Moore, Chambers and Cohen Rural",207,207,0.0,Económica,2.1,0.64
2024,Amazonas,Gonzalez Inc Rural,267,249,0.064,Acceso,1.6,2.71
2022,Meta,"Shaw, Floyd and Floyd Rural",279,253,0.093,Otro,2.3,0.42
2023,La Guajira,Johnson Inc Rural,245,219,0.104,Otro,1.4,2.19
2021,La Guajira,Cox LLC Rural,63,56,0.108,Otro,2.2,5.68
2023,Guaviare,"Riley, Haley and Maxwell Rural",58,50,0.122,Otro,1.5,2.25
2021,Meta,"Robbins, Parker and Riddle Rural",299,270,0.095,Económica,2.0,5.05
2023,Putumayo,Hall-Molina Rural,226,203,0.101,Económica,1.0,12.23
2021,Casanare,"Patel, Richards and Reyes Rural",198,168,0.148,Económica,1.5,6.44
2024,Chocó,Stephens-Booth Rural,97,85,0.114,Otro,1.4,0.64
2022,Meta,"Barker, Scott and Ayers Rural",295,282,0.043,Otro,1.5,0.06
2021,Meta,Martin LLC Rural,158,141,0.105,Migración,1.6,2.74
2022,Putumayo,Vasquez Group Rural,268,242,0.094,Acceso,1.4,4.3
2021,La Guajira,Stewart-Adams Rural,300,298,0.006,Otro,2.0,0.22
2020,Chocó,Reid Ltd Rural,255,227,0.108,Migración,1.8,2.1
2023,Nariño,"Gomez, Mcfarland and Rogers Rural",87,82,0.049,Migración,1.7,6.53
2020,La Guajira,"Owen, Reeves and Smith Rural",157,133,0.148,Acceso,1.2,5.9
2024,Guaviare,"Jones, Kennedy and Chandler Rural",234,205,0.121,Trabajo infantil,2.2,2.81
2022,Chocó,"Elliott, Jones and Wheeler Rural",193,185,0.04,Otro,1.1,1.83
2020,La Guajira,Carter-Nixon Rural,65,55,0.146,Migración,2.2,7.78
2023,Cauca,"Johnson, Miller and Morris Rural",165,136,0.17,Trabajo infantil,1.4,8.64
2022,Guaviare,Martin and Sons Rural,192,175,0.087,Trabajo infantil,1.5,9.74
2023,Cauca,Miller Inc Rural,139,126,0.093,Otro,1.3,1.92
2024,Guaviare,"Miller, Sharp and Smith Rural",94,80,0.141,Trabajo infantil,1.5,4.36
2024,Meta,Stuart-Sweeney Rural,248,207,0.165,Acceso,2.3,6.11
2023,Chocó,Oconnor LLC Rural,168,165,0.017,Migración,2.3,5.83
2022,Casanare,Yates Ltd Rural,211,201,0.045,Otro,1.9,2.82
2020,Cauca,Mendoza and Sons Rural,91,83,0.079,Trabajo infantil,1.3,0.77
2022,Chocó,Drake PLC Rural,231,211,0.085,Trabajo infantil,1.9,0.84
2023,Chocó,Brooks PLC Rural,277,238,0.139,Acceso,2.2,0.13
2022,Guaviare,"Cannon, Ruiz and Thomas Rural",297,247,0.166,Acceso,1.6,2.08
2021,Amazonas,"Matthews, Sutton and Lawson Rural",82,68,0.17,Migración,2.0,0.37
2020,Nariño,Morgan Group Rural,92,90,0.016,Acceso,1.2,5.65
2020,Meta,Martin and Sons Rural,190,178,0.06,Económica,1.0,4.65
2023,Guaviare,Lamb Ltd Rural,245,235,0.038,Económica,1.2,22.13
2024,La Guajira,Evans-Burke Rural,71,66,0.07,Acceso,1.5,3.03
2021,Chocó,"Macias, Arnold and Rogers Rural",163,153,0.06,Migración,1.2,3.32
2021,Amazonas,Buckley-Guerra Rural,58,50,0.121,Trabajo infantil,2.3,0.14
2022,Meta,Myers Inc Rural,169,147,0.127,Otro,2.4,2.42
2024,Meta,"Chen, Nguyen and Robinson Rural",84,75,0.1,Otro,1.3,0.2
2024,Meta,"Jones, Mcdaniel and Butler Rural",211,190,0.096,Otro,1.7,0.87
2024,Chocó,Anderson PLC Rural,282,259,0.081,Trabajo infantil,1.7,0.12
2021,Cauca,"Randall, Lang and Campbell Rural",163,148,0.087,Trabajo infantil,1.5,1.71
2022,La Guajira,Rodgers Group Rural,127,104,0.18,Económica,1.0,11.52
2021,Putumayo,Taylor-Hernandez Rural,123,106,0.135,Acceso,1.8,4.62
2023,Meta,Moore-Byrd Rural,126,115,0.083,Económica,2.1,8.76
2022,Nariño,Crawford-Arnold Rural,253,228,0.095,Económica,1.8,2.43
2021,Casanare,"Miller, Young and Dalton Rural",275,241,0.122,Otro,1.7,2.08
2021,La Guajira,Morris-Lopez Rural,233,223,0.04,Acceso,2.2,4.03
2021,Chocó,Bell Inc Rural,70,62,0.107,Acceso,1.9,3.9
2024,Chocó,Baker-Turner Rural,122,105,0.132,Otro,2.2,2.9
2023,Nariño,Bowers-Cross Rural,268,234,0.125,Económica,1.3,1.8
2022,Cauca,"Snyder, Jones and Dickerson Rural",213,200,0.061,Acceso,1.9,0.3
2022,Meta,Mason Ltd Rural,98,91,0.069,Trabajo infantil,1.0,2.1
2020,Guaviare,Nguyen-Arroyo Rural,55,54,0.001,Migración,2.5,4.34
2022,Chocó,Elliott-Jones Rural,82,70,0.137,Acceso,2.1,0.75
2021,Cauca,Williams PLC Rural,88,70,0.204,Económica,1.7,3.36
2022,Casanare,Gonzalez-Dunn Rural,129,122,0.054,Acceso,2.5,2.57
2023,Amazonas,Pena-Wilson Rural,134,113,0.155,Económica,2.3,4.85
2021,Amazonas,"Hamilton, Williams and George Rural",118,94,0.198,Acceso,1.1,1.12
2023,La Guajira,Wilson Inc Rural,99,91,0.077,Trabajo infantil,2.2,3.23
2020,Cauca,Davidson Group Rural,299,270,0.095,Migración,1.6,3.92
2023,Nariño,Thornton-Watkins Rural,238,211,0.113,Económica,1.3,3.81
2020,Guaviare,Wilcox PLC Rural,220,192,0.123,Migración,1.7,10.2
2022,Putumayo,"Williams, Good and Branch Rural",90,79,0.115,Económica,2.1,0.67
2024,Guaviare,Johnson-Browning Rural,81,74,0.08,Trabajo infantil,1.7,7.9
2022,Nariño,"Hall, Jordan and Clayton Rural",142,123,0.131,Económica,2.3,14.42
2021,Cauca,Young Inc Rural,110,100,0.082,Acceso,1.5,0.81
2021,Chocó,Patrick-Cook Rural,199,175,0.119,Económica,1.6,3.3
2021,Amazonas,"Luna, Keith and Gonzalez Rural",298,268,0.099,Económica,1.9,9.96
2023,La Guajira,Wells-Duran Rural,145,143,0.011,Económica,1.4,1.68
2023,Cauca,Sanders-Wilson Rural,225,188,0.163,Otro,1.5,1.14
2020,Amazonas,Olson-Bowman Rural,141,131,0.07,Migración,2.1,3.58
2020,La Guajira,Munoz-Osborn Rural,174,144,0.169,Migración,1.5,3.39
2024,Putumayo,Norton LLC Rural,256,216,0.153,Acceso,2.1,19.75
2020,Casanare,Rose-Thomas Rural,141,125,0.111,Migración,1.4,2.62
2020,Meta,"Walker, Bishop and Mosley Rural",230,201,0.126,Acceso,1.8,4.26
2024,Meta,Torres LLC Rural,98,85,0.132,Otro,1.3,15.62
2022,Putumayo,"Bernard, Obrien and Holland Rural",237,215,0.09,Acceso,1.4,9.62
2024,Guaviare,Bell-Medina Rural,91,82,0.092,Económica,1.8,2.89
2023,Chocó,"Hampton, Burns and Coleman Rural",259,225,0.13,Trabajo infantil,1.8,4.93
2023,Amazonas,Lam PLC Rural,248,248,0.0,Otro,1.6,13.04
2021,Amazonas,Rogers Group Rural,208,187,0.099,Trabajo infantil,2.2,5.82
2021,Putumayo,Thompson LLC Rural,234,215,0.081,Económica,2.0,6.41
2024,Casanare,Mcconnell Group Rural,98,92,0.061,Otro,2.0,1.78
2024,La Guajira,Henry Ltd Rural,206,181,0.12,Trabajo infantil,1.5,2.22
2022,Cauca,Williams LLC Rural,74,68,0.069,Otro,2.0,1.18
2020,La Guajira,Curry-Thomas Rural,95,81,0.143,Económica,1.3,15.79
2023,Nariño,"Rice, Wilson and Adams Rural",75,63,0.148,Económica,1.9,1.75
2023,Meta,"York, Ingram and Hernandez Rural",184,160,0.126,Otro,2.1,0.07
2022,Amazonas,Lewis-Santana Rural,143,123,0.136,Migración,1.9,6.74
2020,Amazonas,Vargas and Sons Rural,288,251,0.126,Migración,2.0,0.77
2020,Meta,Fletcher-Nelson Rural,255,219,0.14,Económica,1.5,5.37
2023,Putumayo,Juarez PLC Rural,253,218,0.138,Económica,2.2,7.26
2022,Guaviare,Bryant PLC Rural,60,52,0.118,Económica,2.3,0.46
2020,Nariño,Wood-Brandt Rural,295,249,0.154,Otro,1.1,3.34
2021,Guaviare,"Little, Valencia and Booker Rural",148,134,0.092,Migración,1.3,2.61
2021,La Guajira,"Cannon, Simon and Martin Rural",192,179,0.063,Otro,1.6,0.34
2020,Putumayo,Chen Ltd Rural,222,208,0.06,Acceso,2.1,8.26
2023,Cauca,Neal Ltd Rural,92,84,0.085,Migración,1.8,14.75
2024,Putumayo,Humphrey Group Rural,218,216,0.005,Migración,1.8,0.4
2024,Meta,"Rhodes, Willis and Lee Rural",288,256,0.111,Trabajo infantil,2.4,3.47
2024,Putumayo,"Hall, Allen and Acosta Rural",266,230,0.133,Trabajo infantil,1.6,0.26
2023,Putumayo,Glass-Smith Rural,205,174,0.147,Migración,1.8,0.38
2021,Casanare,Peterson-Riley Rural,246,241,0.02,Otro,2.4,1.32
2022,Putumayo,Leon-Campos Rural,296,277,0.062,Acceso,1.7,1.65
2023,Amazonas,Novak-Walker Rural,235,201,0.141,Económica,2.5,1.94
2024,Amazonas,Pittman-Jones Rural,182,165,0.09,Migración,2.5,3.24
2022,Amazonas,Barry-Horn Rural,126,109,0.132,Migración,1.3,19.31
2022,Amazonas,Santos Ltd Rural,247,237,0.038,Trabajo infantil,2.4,4.63
2024,Guaviare,Stein-Dean Rural,196,163,0.168,Otro,1.2,0.66
2020,Meta,Collins PLC Rural,141,136,0.035,Migración,1.2,10.98
2022,Nariño,"Davis, Frederick and Lawson Rural",109,109,0.0,Trabajo infantil,2.2,4.41
2020,Casanare,"Taylor, Evans and Ellis Rural",195,173,0.109,Migración,2.1,4.9
2022,Meta,"Ward, Copeland and Howell Rural",94,83,0.11,Acceso,2.2,1.38
2024,Cauca,Bryant and Sons Rural,202,186,0.075,Trabajo infantil,1.1,6.26
2024,Casanare,Johnson-Thomas Rural,70,61,0.124,Económica,2.4,4.02
2022,Putumayo,Walker Ltd Rural,275,240,0.125,Acceso,1.6,3.67
2020,Nariño,Pineda-Smith Rural,241,212,0.12,Otro,2.4,1.58
2023,Amazonas,Bryan LLC Rural,128,118,0.075,Otro,1.1,3.43
2024,La Guajira,"Powell, Flynn and Bell Rural",133,124,0.065,Otro,2.0,4.97
2021,Amazonas,"Cunningham, Rasmussen and Davis Rural",222,204,0.08,Acceso,2.5,0.28
2024,Guaviare,Nelson and Sons Rural,73,68,0.059,Migración,1.6,0.0
2023,La Guajira,Smith-Mccarthy Rural,83,70,0.156,Trabajo infantil,1.1,3.58
2024,Amazonas,Randall-Sanders Rural,190,174,0.084,Acceso,1.4,9.14
2023,Guaviare,Flores-Hogan Rural,161,143,0.108,Migración,2.1,0.02
2023,Guaviare,Villegas-Velasquez Rural,100,85,0.141,Acceso,1.6,1.9
2024,Nariño,Lewis and Sons Rural,193,181,0.057,Otro,2.5,0.54
2024,Nariño,Bridges LLC Rural,112,108,0.033,Económica,1.4,9.25
2023,Putumayo,"Evans, Burnett and Shea Rural",225,211,0.059,Otro,1.1,1.88
2023,Casanare,"Alexander, Kim and Walker Rural",143,126,0.113,Trabajo infantil,1.3,2.84
2022,Amazonas,Kramer Ltd Rural,247,219,0.11,Trabajo infantil,1.3,12.04
2022,Meta,Stone PLC Rural,209,183,0.12,Migración,1.7,0.47
2021,Nariño,Steele Inc Rural,225,203,0.095,Trabajo infantil,1.2,5.81
2020,Cauca,"Owens, Jones and Bennett Rural",239,239,0.0,Económica,1.4,5.01
2024,La Guajira,Snyder-Gomez Rural,272,246,0.093,Trabajo infantil,1.0,6.08
2020,Chocó,Davis and Sons Rural,165,140,0.148,Acceso,1.0,16.91
2021,Guaviare,"Williams, Robinson and Davis Rural",104,87,0.162,Migración,1.8,7.16
2022,Guaviare,Mccoy PLC Rural,173,155,0.104,Otro,2.1,1.77
2021,Amazonas,Taylor-Harrison Rural,146,129,0.11,Otro,2.4,0.56
2024,Amazonas,Braun and Sons Rural,115,99,0.131,Migración,1.1,0.25
2021,Chocó,Steele and Sons Rural,63,52,0.16,Acceso,2.0,2.23
2020,Cauca,Vaughan Ltd Rural,149,134,0.1,Trabajo infantil,2.0,2.83
2022,Cauca,"Fuentes, Thompson and Gray Rural",54,46,0.13,Trabajo infantil,2.3,3.06
2023,Nariño,Green PLC Rural,300,278,0.072,Acceso,1.8,2.31
2020,Putumayo,Ross-Thompson Rural,174,167,0.039,Otro,1.8,0.27
2021,Nariño,Jenkins LLC Rural,178,164,0.077,Acceso,1.8,8.63
2020,Amazonas,Benson Inc Rural,113,93,0.173,Otro,1.5,9.5
2023,Casanare,Knight-Griffin Rural,240,208,0.131,Migración,1.0,3.2
2022,Putumayo,Simmons-Thomas Rural,210,200,0.043,Trabajo infantil,1.4,10.61
2024,Chocó,"Krause, Ward and Diaz Rural",257,222,0.134,Económica,1.9,4.68
2023,Amazonas,Brown Ltd Rural,291,277,0.046,Otro,2.4,1.75
2021,La Guajira,"Porter, James and Buckley Rural",137,120,0.119,Acceso,2.0,6.71
2020,Casanare,Blair-Thompson Rural,183,172,0.055,Otro,2.3,1.9
2021,Casanare,"Nielsen, Ball and Chandler Rural",111,106,0.041,Otro,1.2,6.24
2022,Putumayo,Dunn-Calderon Rural,164,134,0.182,Otro,1.2,1.11
2021,Guaviare,Rich-Stafford Rural,225,206,0.084,Migración,2.3,2.29
2022,Guaviare,"Little, Myers and Mason Rural",282,245,0.13,Migración,1.6,0.3
2021,La Guajira,Obrien-Randall Rural,131,117,0.102,Económica,1.8,1.56
2020,La Guajira,"Gates, Cook and Brock Rural",131,124,0.05,Migración,2.1,9.02
2022,Casanare,"Burton, Thompson and Harris Rural",296,269,0.089,Acceso,1.5,3.39
2022,La Guajira,Herrera-Johnson Rural,249,236,0.05,Migración,1.2,2.59
2021,Amazonas,Hull and Sons Rural,245,190,0.221,Otro,1.9,0.05
2024,Nariño,Bean-Gonzalez Rural,202,173,0.139,Migración,1.3,3.12
2020,Putumayo,Craig Ltd Rural,70,62,0.101,Acceso,1.2,5.66
2024,Meta,Alvarado Ltd Rural,232,202,0.127,Trabajo infantil,1.3,1.87
2023,Meta,"Clark, Jordan and Wheeler Rural",171,147,0.136,Migración,1.2,3.68
2021,Amazonas,"Martin, Clements and Richards Rural",154,133,0.136,Económica,2.4,18.65
2023,Nariño,Hughes Ltd Rural,240,207,0.134,Migración,2.1,0.64
2020,La Guajira,"Arnold, Leon and Ford Rural",287,249,0.13,Acceso,2.3,1.54
2023,Putumayo,Banks-Melendez Rural,271,242,0.105,Acceso,2.3,2.14
2023,Casanare,"Russell, Baker and Lynch Rural",248,204,0.177,Económica,1.9,2.32
2023,Putumayo,Long and Sons Rural,150,133,0.108,Otro,2.4,9.39
2024,Guaviare,Frank Ltd Rural,184,165,0.103,Económica,1.8,0.12
2023,Meta,Reynolds-Rios Rural,261,232,0.109,Económica,2.3,7.58
2021,Guaviare,"Stanley, Werner and Dean Rural",187,166,0.112,Acceso,2.5,3.06
2020,Guaviare,Young Inc Rural,149,146,0.02,Otro,2.1,0.34
2020,Nariño,"Bright, Sanders and Davis Rural",124,116,0.059,Acceso,1.6,1.3
2022,Chocó,Mckinney Group Rural,168,152,0.095,Migración,1.6,6.88
2024,Amazonas,Tanner-Brown Rural,226,221,0.018,Otro,2.4,3.21
2023,Meta,Kelley LLC Rural,73,65,0.101,Otro,1.2,16.45
2024,Guaviare,Chapman and Sons Rural,84,74,0.112,Acceso,1.6,0.39
2023,Amazonas,"Becker, Houston and Lamb Rural",95,91,0.037,Acceso,1.9,1.09
2021,Meta,"Wright, Coleman and Hernandez Rural",73,67,0.069,Trabajo infantil,1.5,0.76
2021,Cauca,"Johnson, Miller and Schneider Rural",73,61,0.164,Económica,2.1,4.32
2022,Cauca,Sullivan and Sons Rural,184,160,0.128,Acceso,2.1,0.79
2024,La Guajira,Powell-Hernandez Rural,146,127,0.125,Otro,1.6,2.46
2021,Putumayo,Green-Grant Rural,194,163,0.157,Migración,1.2,5.61
2021,La Guajira,"Avila, Nelson and Sherman Rural",246,231,0.059,Económica,1.6,12.47
2022,Meta,Clayton-Douglas Rural,123,118,0.037,Migración,1.2,1.72
2021,Nariño,White and Sons Rural,50,42,0.149,Otro,2.1,6.15
2020,Meta,Lowery Group Rural,177,160,0.096,Acceso,1.8,0.32
2020,Meta,"Horton, Roberts and Bishop Rural",110,103,0.058,Migración,1.9,0.72
2023,Meta,"Lam, Clark and Sanchez Rural",154,122,0.204,Acceso,1.1,15.84
2024,Amazonas,Kirby-Pacheco Rural,112,109,0.02,Otro,1.4,3.47
2024,Nariño,"Ball, Ferguson and Rodriguez Rural",62,55,0.109,Migración,1.2,5.69
2022,Amazonas,"Shaw, Franklin and Knight Rural",87,79,0.09,Económica,2.0,8.22
2024,Chocó,"Short, Burnett and Lee Rural",134,123,0.082,Económica,1.1,3.08
2023,La Guajira,Cannon-Molina Rural,91,91,0.0,Trabajo infantil,1.9,0.22
2024,Guaviare,Le-Harris Rural,95,78,0.177,Acceso,2.1,0.91
2022,Amazonas,Bishop-Garcia Rural,73,70,0.029,Trabajo infantil,1.5,0.26
2023,Cauca,Rose and Sons Rural,244,222,0.087,Acceso,2.3,9.28
2020,Chocó,"Becker, Avila and Erickson Rural",170,156,0.079,Migración,1.2,16.17
2022,Putumayo,Harris and Sons Rural,184,160,0.129,Acceso,1.8,1.1
2021,Amazonas,Davidson PLC Rural,77,75,0.02,Otro,2.1,2.87
2024,Cauca,"Brown, Ortiz and Harrison Rural",173,151,0.123,Otro,2.4,4.5
2022,Casanare,Duffy-Todd Rural,205,182,0.109,Trabajo infantil,1.4,19.86
2024,Putumayo,Edwards-Nicholson Rural,287,267,0.067,Migración,1.9,1.05
2023,Guaviare,"Francis, Higgins and Mason Rural",236,207,0.121,Acceso,1.7,7.08
2021,Nariño,Perez-Schroeder Rural,231,207,0.101,Trabajo infantil,2.5,0.88
2020,Cauca,Vasquez-Lopez Rural,56,45,0.19,Acceso,1.9,1.42
2020,Nariño,Rogers Ltd Rural,254,231,0.09,Otro,2.5,5.12
2023,Amazonas,"Khan, Gibbs and Guerra Rural",135,127,0.052,Trabajo infantil,1.8,4.16
2021,Amazonas,Brewer-Zimmerman Rural,213,186,0.124,Migración,2.0,7.38
2022,Cauca,Davis-Schneider Rural,128,117,0.084,Trabajo infantil,1.8,0.05
2022,Amazonas,"Miranda, Shaw and Lloyd Rural",79,71,0.1,Trabajo infantil,1.5,2.21
2024,Amazonas,Thomas-Taylor Rural,263,253,0.037,Migración,1.3,1.94
2022,Meta,Arellano and Sons Rural,284,247,0.13,Acceso,2.2,9.42
2021,Meta,Norris LLC Rural,89,82,0.076,Acceso,2.3,2.8
2024,Putumayo,Adkins Ltd Rural,168,149,0.113,Acceso,2.4,0.15
2020,Guaviare,Campos-Moore Rural,126,100,0.205,Otro,2.1,0.63
2022,Guaviare,Black and Sons Rural,187,170,0.088,Económica,1.3,1.7
2022,Putumayo,Scott Ltd Rural,66,56,0.137,Migración,1.4,24.99
2020,Putumayo,Dominguez-Lowery Rural,146,132,0.091,Otro,2.3,0.23
2024,Casanare,"Richards, Hunter and Wagner Rural",97,90,0.068,Otro,1.2,2.49
2022,Putumayo,Patterson Ltd Rural,231,192,0.166,Económica,1.4,7.02
2020,Meta,Browning-Pham Rural,274,272,0.007,Migración,1.6,7.75
2022,Nariño,Martinez Group Rural,184,156,0.15,Trabajo infantil,1.3,1.45
2022,Amazonas,"Malone, Dunlap and Alexander Rural",249,248,0.001,Migración,2.4,5.34
2023,Guaviare,"Thomas, Cook and Day Rural",56,47,0.145,Acceso,2.4,1.37
2021,Nariño,Juarez-Marks Rural,137,123,0.101,Acceso,2.1,1.25
2024,Chocó,"Lynch, Roberts and Miller Rural",248,235,0.052,Trabajo infantil,1.2,0.2
2020,Guaviare,White-Hobbs Rural,223,205,0.08,Migración,1.3,15.02
2020,Meta,"Miller, Foster and Solomon Rural",149,129,0.134,Otro,1.2,4.36
2022,Amazonas,"Hill, Schmidt and Clark Rural",225,180,0.199,Otro,2.3,3.64
2022,Meta,"Nelson, Robinson and York Rural",277,270,0.022,Económica,1.2,7.11
2022,Amazonas,Moore-Coleman Rural,197,186,0.055,Trabajo infantil,2.0,11.23
2021,Putumayo,Norman PLC Rural,101,97,0.033,Migración,1.4,14.64
2024,Putumayo,"Wagner, Russell and James Rural",247,224,0.091,Acceso,2.0,7.58
2022,La Guajira,Cooper-Blair Rural,90,76,0.146,Trabajo infantil,1.2,3.23
2024,Guaviare,Cochran-Ward Rural,181,176,0.027,Económica,1.3,4.47
2022,Guaviare,Turner-Benson Rural,131,118,0.099,Trabajo infantil,1.2,1.03
2022,Nariño,"Williams, Phillips and Evans Rural",93,79,0.144,Económica,1.5,1.16
2022,Guaviare,Yates-Ryan Rural,163,150,0.079,Económica,1.2,0.37
2023,Amazonas,Wright and Sons Rural,77,77,0.0,Acceso,1.1,8.33
2023,Casanare,Pruitt and Sons Rural,95,84,0.11,Otro,2.3,9.03
